site,elevation,sps1,sps2,pair,type,origin.sps1,origin.sps2,origin.pair,bootstrap,lambda.sps.1,lambda.sps.2,lambda1,lambda2,igr11,igr22,igr12,igr21,sensitivity.12,sensitivity.21,outcome.igr,winner.igr,superior.igr,nd,fd,fd.highlow,fd.fastslow,coexistence.metric,outcome.ndfd,winner.ndfd,superior.ndfd,origin.superior,superior.lambda.sps,superior.fast.sps,superior.lambda,superior.fast,comment
Anzeindaz,1900,Daca,Crbi,Daca_Crbi,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,4.46180652,5.614059002,4.057550032,NA,1.436652598,2.200395524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anzeindaz,1900,Daca,Melu,Daca_Melu,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,11.26048524,5.614059002,6.971534878,NA,2.851428869,3.81533364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anzeindaz,1900,Daca,Plla,Daca_Plla,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,12.81631348,5.614059002,12.23364556,NA,1.648754639,2.47257074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anzeindaz,1900,Daca,Potr,Daca_Potr,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,1.470395208,5.614059002,1.301742801,NA,0.903835931,4.099894091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Anal,Daca_Anal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,8.398960405,10.38740734,9.168966838,NA,2.021894456,7.539694292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Asal,Daca_Asal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,4.045868178,10.38740734,2.240951773,NA,0.723315802,8.090850453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Poal,Daca_Poal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,5.708329314,10.38740734,5.642387468,NA,1.446602231,9.777910724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Crbi,Daca_Crbi,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,4.46180652,10.38740734,4.444097389,NA,1.074975738,9.370962391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Melu,Daca_Melu,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,11.26048524,10.38740734,12.81555494,NA,3.602893682,12.01709537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Plla,Daca_Plla,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,12.81631348,10.38740734,11.95137266,NA,2.386437885,13.66580996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Daca,Potr,Daca_Potr,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,1.470395208,10.38740734,2.229308008,NA,0.667647404,15.75292305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Anal,Daca_Anal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,8.398960405,9.49895508,9.832939961,NA,0.858364898,4.183902409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Asal,Daca_Asal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,4.045868178,9.49895508,5.73889694,NA,0.73000513,1.900011961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Poal,Daca_Poal,novel,Lowland,Highland,Lowland-highland,0,8.500140474,5.708329314,9.49895508,3.327320156,NA,1.0660508,7.404490555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Crbi,Daca_Crbi,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,4.46180652,9.49895508,4.883772139,NA,1.243183671,3.680624596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Melu,Daca_Melu,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,11.26048524,9.49895508,13.99436589,NA,1.694359135,4.482052806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Plla,Daca_Plla,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,12.81631348,9.49895508,14.2639222,NA,1.337118829,7.658294354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Daca,Potr,Daca_Potr,current,Lowland,Lowland,Lowland-lowland,0,8.500140474,1.470395208,9.49895508,0.880134814,NA,0.635702669,7.504110217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anzeindaz,1900,Melu,Plal,Melu_Plal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,4.519683281,6.971534878,3.962642367,2.851428869,1.114190226,5.3993787,2.073513494,0.13160308,0.470376464,Coexistence,sps1_sps2,sps1,0.751196882,1.890556951,0.528944658,1.890556951,2.125956712,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Anzeindaz,1900,Melu,Anal,Melu_Anal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,8.398960405,6.971534878,6.194974417,2.851428869,0.620792712,3.344832576,0.949703519,0.378208558,1.028296508,Competitive exclusion,sps1,sps1,0.376373076,1.648896911,0.606466052,1.648896911,0.972482151,Competitive exclusion,sps1,sps1,Lowland,sps1,yes,sps1,yes,NA
Anzeindaz,1900,Melu,Potr,Melu_Potr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,1.470395208,6.971534878,1.301742801,2.851428869,0.903835931,3.781129896,1.000729302,0.315069202,0.9972354,Coexistence,sps1_sps2,sps1,0.439466182,1.779081596,1.779081596,1.779081596,1.002772264,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Anzeindaz,1900,Melu,Sapr,Melu_Sapr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,6.786254616,6.971534878,5.860839884,2.851428869,1.533089467,4.695913795,2.067213096,0.203489279,0.589320659,Coexistence,sps1_sps2,sps1,0.653704698,1.701786472,1.701786472,1.701786472,1.696869071,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Anzeindaz,1900,Melu,Trba,Melu_Trba,novel,Lowland,Highland,Lowland-highland,0,11.26048524,0.956278857,6.971534878,2.620317187,2.851428869,0.453455804,4.916368054,1.415288084,0.179863521,0.639432398,Coexistence,sps1_sps2,sps1,0.660867927,1.885496682,0.530364232,1.885496682,1.563886977,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Melu,Plal,Melu_Plal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,4.519683281,12.81555494,3.480693642,3.602893682,1.093751874,3.592793818,1.828123358,0.498588486,0.516296769,Coexistence,sps1_sps2,sps1,0.492634624,1.017603474,0.982701048,1.017603474,1.936870537,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Melu,Anal,Melu_Anal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,8.398960405,12.81555494,9.168966838,3.602893682,2.021894456,4.820867613,2.895889708,0.383314859,0.520136935,Coexistence,sps1_sps2,sps1,0.553484361,1.164879547,0.858457857,1.164879547,1.922570639,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Melu,Potr,Melu_Potr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,1.470395208,12.81555494,2.229308008,3.602893682,0.667647404,5.867863502,1.568262865,0.306261582,0.438725863,Coexistence,sps1_sps2,sps1,0.63344185,1.196879305,1.196879305,1.196879305,2.279327671,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Melu,Sapr,Melu_Sapr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,6.786254616,12.81555494,6.169682722,3.602893682,1.161176308,5.704550407,2.720187098,0.317327906,0.450057931,Coexistence,sps1_sps2,sps1,0.622090036,1.190913111,1.190913111,1.190913111,2.221936181,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Melu,Trba,Melu_Trba,novel,Lowland,Highland,Lowland-highland,0,11.26048524,0.956278857,12.81555494,0.072906934,3.602893682,NA,NA,0.242752258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Melu,Plal,Melu_Plal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,4.519683281,13.99436589,6.115713834,1.694359135,1.791754071,5.604005006,2.479377609,0.346833275,0.498577022,Coexistence,sps1_sps2,sps1,0.584159764,1.198962918,0.834054152,1.198962918,2.005708156,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Solalex,1400,Melu,Anal,Melu_Anal,novel,Lowland,Highland,Lowland-highland,0,11.26048524,8.398960405,13.99436589,9.832939961,1.694359135,0.858364898,5.752107531,2.540993119,0.336947635,0.592011417,Coexistence,sps1_sps2,sps1,0.553371691,1.325512523,0.754425162,1.325512523,1.689156614,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Solalex,1400,Melu,Potr,Melu_Potr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,1.470395208,13.99436589,0.880134814,1.694359135,0.635702669,6.633323911,0.808856141,0.282927796,0.661449652,Competitive exclusion,sps1,sps1,0.56740031,1.529010923,1.529010923,1.529010923,1.511830866,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Solalex,1400,Melu,Sapr,Melu_Sapr,current,Lowland,Lowland,Lowland-lowland,0,11.26048524,6.786254616,13.99436589,8.328241243,1.694359135,1.999961624,3.907065835,2.803541519,0.483529767,0.513654458,Coexistence,sps1_sps2,sps1,0.501635454,1.030680177,1.030680177,1.030680177,1.946834072,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Solalex,1400,Melu,Trba,Melu_Trba,novel,Lowland,Highland,Lowland-highland,0,11.26048524,0.956278857,13.99436589,0.17561245,1.694359135,0.041940357,9.993025872,0.366633269,0.127628432,0.1,Competitive exclusion,sps1,sps2,0.887027246,0.885169179,1.129727541,0.885169179,7.835244753,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Anzeindaz,1900,Plal,Sapr,Plal_Sapr,novel,Highland,Lowland,Lowland-highland,0,4.519683281,6.786254616,3.962642367,5.860839884,1.114190226,1.533089467,1.483465479,0.693991598,0.713575626,1.206580833,Competitive exclusion,sps1,sps1,0.072106324,1.300343848,1.300343848,0.769027362,0.828788236,Competitive exclusion,sps1,sps1,Highland,sps2,no,sps2,no,NA
Anzeindaz,1900,Plal,Plla,Plal_Plla,novel,Highland,Lowland,Lowland-highland,0,4.519683281,12.81631348,3.962642367,12.23364556,1.114190226,1.648754639,1.33377924,3.32234728,0.79082422,0.520534963,Coexistence,sps1_sps2,sps2,0.358399146,0.811306531,0.811306531,1.232579749,1.264503508,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Plal,Trba,Plal_Trba,current,Highland,Highland,Highland-highland,0,4.519683281,0.956278857,3.962642367,2.620317187,1.114190226,0.453455804,1.890965224,1.781831648,0.537306792,0.400348152,Coexistence,sps1_sps2,sps2,0.53620071,0.86319268,0.86319268,0.86319268,1.861134114,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Anzeindaz,1900,Plal,Poal,Plal_Poal,current,Highland,Highland,Highland-highland,0,4.519683281,5.708329314,3.962642367,8.155280318,1.114190226,2.538397063,2.239329589,3.582696115,0.414503558,0.391939518,Coexistence,sps1_sps2,sps2,0.596936327,0.972400997,0.972400997,1.028382327,2.412524525,Coexistence,sp1_sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Les Posses,890,Plal,Sapr,Plal_Sapr,novel,Highland,Lowland,Lowland-highland,0,4.519683281,6.786254616,3.480693642,6.169682722,1.093751874,1.161176308,NA,1.641001527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Plal,Plla,Plal_Plla,novel,Highland,Lowland,Lowland-highland,0,4.519683281,12.81631348,3.480693642,11.95137266,1.093751874,2.386437885,1.366685715,3.969238765,0.74953439,0.444312846,Coexistence,sps1_sps2,sps2,0.422914427,0.76992541,0.76992541,1.298827115,1.334161599,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Les Posses,890,Plal,Trba,Plal_Trba,current,Highland,Highland,Highland-highland,0,4.519683281,0.956278857,3.480693642,0.072906934,1.093751874,NA,NA,0.055817825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Plal,Poal,Plal_Poal,current,Highland,Highland,Highland-highland,0,4.519683281,5.708329314,3.480693642,5.642387468,1.093751874,1.446602231,2.198490081,1.882981705,0.368384508,0.63425194,Coexistence,sps1_sps2,sps1,0.516627898,1.312140144,1.312140144,0.762113715,1.576660531,Coexistence,sp1_sps2,sps1,Highland,sps2,no,sps2,no,NA
Solalex,1400,Plal,Sapr,Plal_Sapr,novel,Highland,Lowland,Lowland-highland,0,4.519683281,6.786254616,6.115713834,8.328241243,1.791754071,1.999961624,1.186381009,2.313619464,0.905620886,0.604268508,Coexistence,sps1_sps2,sps2,0.260244512,0.81684897,0.81684897,1.224216516,1.104214816,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Solalex,1400,Plal,Plla,Plal_Plla,novel,Highland,Lowland,Lowland-highland,0,4.519683281,12.81631348,6.115713834,14.2639222,1.791754071,1.337118829,2.110424847,3.135864441,0.587550303,0.569970087,Coexistence,sps1_sps2,sps2,0.421306561,0.984925779,0.984925779,1.015304931,1.701981933,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Solalex,1400,Plal,Trba,Plal_Trba,current,Highland,Highland,Highland-highland,0,4.519683281,0.956278857,6.115713834,0.17561245,1.791754071,0.041940357,2.279777588,0.120991648,0.544924949,0.214178364,Competitive exclusion,sps1,sps2,0.658369887,0.626930578,0.626930578,0.626930578,1.835115097,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Solalex,1400,Plal,Poal,Plal_Poal,current,Highland,Highland,Highland-highland,0,4.519683281,5.708329314,6.115713834,3.327320156,1.791754071,1.0660508,2.424573955,2.397916525,0.510920177,0.272480375,Coexistence,sps1_sps2,sps2,0.626883769,0.730282826,0.730282826,1.369332489,1.957252903,Coexistence,sp1_sps2,sps2,Highland,sps2,yes,sps1,no,NA
Anzeindaz,1900,Plla,Trba,Plla_Trba,novel,Lowland,Highland,Lowland-highland,0,12.81631348,0.956278857,12.23364556,2.620317187,1.648754639,0.453455804,6.226588553,2.692985519,0.269692552,0.1,Coexistence,sps1_sps2,sps2,0.835776813,0.608927409,1.642231873,0.608927409,3.707925899,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Anzeindaz,1900,Plla,Poal,Plla_Poal,novel,Lowland,Highland,Lowland-highland,0,12.81631348,5.708329314,12.23364556,8.155280318,1.648754639,2.538397063,5.986371661,3.759474511,0.285403462,0.368989903,Coexistence,sps1_sps2,sps1,0.675483443,1.13704492,0.87947273,1.13704492,2.710101259,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Les Posses,890,Plla,Trba,Plla_Trba,novel,Lowland,Highland,Lowland-highland,0,12.81631348,0.956278857,11.95137266,0.072906934,2.386437885,NA,NA,0.120855465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Les Posses,890,Plla,Poal,Plla_Poal,novel,Lowland,Highland,Lowland-highland,0,12.81631348,5.708329314,11.95137266,5.642387468,2.386437885,1.446602231,7.274046402,2.774404905,0.200146799,0.410257193,Coexistence,sps1_sps2,sps1,0.713448671,1.431705779,0.698467531,1.431705779,2.437495348,Coexistence,sp1_sps2,sps1,Lowland,sps1,yes,sps1,yes,NA
Solalex,1400,Plla,Trba,Plla_Trba,novel,Lowland,Highland,Lowland-highland,0,12.81631348,0.956278857,14.2639222,0.17561245,1.337118829,0.041940357,7.326942644,0.24050434,0.250655349,0.1,Competitive exclusion,sps1,sps2,0.841679013,0.6316282,1.583209869,0.6316282,3.989541834,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Solalex,1400,Plla,Poal,Plla_Poal,novel,Lowland,Highland,Lowland-highland,0,12.81631348,5.708329314,14.2639222,3.327320156,1.337118829,1.0660508,4.749350615,2.085498427,0.413783233,0.388597637,Coexistence,sps1_sps2,sps2,0.599007249,0.969088931,1.03189704,0.969088931,2.416724313,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Anzeindaz,1900,Potr,Plla,Potr_Plla,current,Lowland,Lowland,Lowland-lowland,0,1.470395208,12.81631348,1.301742801,12.23364556,0.903835931,1.648754639,1.037703443,5.865312633,0.859653075,0.293561673,Coexistence,sps1_sps2,sps2,0.497644354,0.584370208,0.584370208,1.711243979,1.163259958,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Potr,Poal,Potr_Poal,novel,Lowland,Highland,Lowland-highland,0,1.470395208,5.708329314,1.301742801,8.155280318,0.903835931,2.538397063,0.952819024,3.447225499,1.183274799,0.410306388,Competitive exclusion,sps2,sps2,0.303217962,0.588859019,1.698199343,1.698199343,0.845112227,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Les Posses,890,Potr,Plla,Potr_Plla,current,Lowland,Lowland,Lowland-lowland,0,1.470395208,12.81631348,2.229308008,11.95137266,0.667647404,2.386437885,1.27468049,10.61852868,0.697270541,0.047663446,Coexistence,sps1_sps2,sps2,0.817697184,0.261452055,0.261452055,3.824793044,1.434163557,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Les Posses,890,Potr,Poal,Potr_Poal,novel,Lowland,Highland,Lowland-highland,0,1.470395208,5.708329314,2.229308008,5.642387468,0.667647404,1.446602231,0.806910045,2.107120195,1.267613113,0.569254441,Competitive exclusion,sps2,sps2,0.150532876,0.670131221,1.492245053,1.492245053,0.788884234,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Solalex,1400,Potr,Plla,Potr_Plla,current,Lowland,Lowland,Lowland-lowland,0,1.470395208,12.81631348,0.880134814,14.2639222,0.635702669,1.337118829,0.863329549,7.078233511,0.150991405,0.26364911,Competitive exclusion,sps2,sps1,0.800478699,1.321408334,1.321408334,0.756768346,3.792920061,Coexistence,sp1_sps2,sps1,Lowland,sps2,no,sps2,no,NA
Solalex,1400,Potr,Poal,Potr_Poal,novel,Lowland,Highland,Lowland-highland,0,1.470395208,5.708329314,0.880134814,3.327320156,0.635702669,1.0660508,0.668725665,1.796684581,2.151478576,0.512594374,Competitive exclusion,sps2,sps2,-0.050159899,0.488110786,2.048715226,2.048715226,0.464796634,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Sapr,Plla,Sapr_Plla,current,Lowland,Lowland,Lowland-lowland,0,6.786254616,12.81631348,5.860839884,12.23364556,1.533089467,1.648754639,2.03396254,3.503340204,0.598490797,0.49935234,Coexistence,sps1_sps2,sps2,0.453321136,0.913429023,0.913429023,1.094775812,1.670869469,Coexistence,sp1_sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Sapr,Trba,Sapr_Trba,novel,Lowland,Highland,Lowland-highland,0,6.786254616,0.956278857,5.860839884,2.620317187,1.533089467,0.453455804,1.562130348,1.915877111,0.747750787,0.3250507,Coexistence,sps1_sps2,sps2,0.506991971,0.65932131,1.516711176,0.65932131,1.337343962,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Les Posses,890,Sapr,Plla,Sapr_Plla,current,Lowland,Lowland,Lowland-lowland,0,6.786254616,12.81631348,6.169682722,11.95137266,1.161176308,2.386437885,2.934420365,4.081848626,0.40839641,0.433036189,Coexistence,sps1_sps2,sps1,0.579464122,1.029724719,1.029724719,0.971133334,2.309275817,Coexistence,sp1_sps2,sps1,Lowland,sps2,no,sps2,no,NA
Les Posses,890,Sapr,Trba,Sapr_Trba,novel,Lowland,Highland,Lowland-highland,0,6.786254616,0.956278857,6.169682722,0.072906934,1.161176308,NA,NA,0.066499127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Sapr,Plla,Sapr_Plla,current,Lowland,Lowland,Lowland-lowland,0,6.786254616,12.81631348,8.328241243,14.2639222,1.999961624,1.337118829,2.960571874,2.732804156,0.487943164,0.621734732,Coexistence,sps1_sps2,sps1,0.449208558,1.128802457,1.128802457,0.885894599,1.608402986,Coexistence,sp1_sps2,sps1,Lowland,sps2,no,sps2,no,NA
Solalex,1400,Sapr,Trba,Sapr_Trba,novel,Lowland,Highland,Lowland-highland,0,6.786254616,0.956278857,8.328241243,0.17561245,1.999961624,0.041940357,2.77392015,0.124691098,0.518665615,0.196863984,Competitive exclusion,sps1,sps2,0.680458799,0.616083257,1.623157241,0.616083257,1.928024476,Coexistence,sp1_sps2,sps2,Highland,sps1,no,sps1,no,NA
Anzeindaz,1900,Seca,Melu,Seca_Melu,novel,Highland,Lowland,Lowland-highland,0,1.058626461,11.26048524,1.247450077,6.971534878,0.740912385,2.851428869,0.429816951,7.089251325,4.819041218,0.1,Competitive exclusion,sps2,sps2,0.305806856,0.144052128,0.144052128,6.941931444,0.207510157,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Seca,Asal,Seca_Asal,current,Highland,Highland,Highland-highland,0,1.058626461,4.045868178,1.247450077,4.157755819,0.740912385,0.916402619,0.670929138,1.301035586,2.805015798,0.815322749,Competitive exclusion,sps2,sps2,-0.512280791,0.5391345,0.5391345,1.854824722,0.356504231,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Seca,Anal,Seca_Anal,current,Highland,Highland,Highland-highland,0,1.058626461,8.398960405,1.247450077,6.194974417,0.740912385,0.620792712,0.81210621,2.602687811,1.941305775,0.475503344,Competitive exclusion,sps2,sps2,0.039220427,0.494914086,0.494914086,2.020552715,0.515117203,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Seca,Potr,Seca_Potr,novel,Highland,Lowland,Lowland-highland,0,1.058626461,1.470395208,1.247450077,1.301742801,0.740912385,0.903835931,0.503855745,1.017022818,4.100228534,0.935990527,Competitive exclusion,sps2,sps2,-0.959024009,0.477784102,0.477784102,2.092995551,0.243888845,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Seca,Sapr,Seca_Sapr,novel,Highland,Lowland,Lowland-highland,0,1.058626461,6.786254616,1.247450077,5.860839884,0.740912385,1.533089467,0.839605987,1.066249734,1.79068906,0.963723448,Competitive exclusion,sps2,sps2,-0.313670063,0.733611486,0.733611486,1.363119333,0.558444245,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Anzeindaz,1900,Seca,Trba,Seca_Trba,current,Highland,Highland,Highland-highland,0,1.058626461,0.956278857,1.247450077,2.620317187,0.740912385,0.453455804,0.260324503,2.892318635,7.08691554,0.1,Competitive exclusion,sps2,sps2,0.158161801,0.118787672,0.118787672,0.118787672,0.14110511,Competitive exclusion,sps2,sps2,Highland,sps1,no,sps2,yes,NA
Les Posses,890,Seca,Melu,Seca_Melu,novel,Highland,Lowland,Lowland-highland,0,1.058626461,11.26048524,1.030844924,12.81555494,0.822784323,3.602893682,0.849326727,0.947152151,6.375835541,1.021286859,Priority effect,none,sps2,-1.551775275,0.400226019,0.400226019,2.498588181,0.156842189,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Les Posses,890,Seca,Asal,Seca_Asal,current,Highland,Highland,Highland-highland,0,1.058626461,4.045868178,1.030844924,2.240951773,0.822784323,0.723315802,0.982866956,0.273598071,1.568867903,2.606263552,Priority effect,none,sps1,-1.02209872,1.288890362,1.288890362,0.775861182,0.383691051,Competitive exclusion,sps1,sps1,Highland,sps2,no,sps2,no,NA
Les Posses,890,Seca,Anal,Seca_Anal,current,Highland,Highland,Highland-highland,0,1.058626461,8.398960405,1.030844924,9.168966838,0.822784323,2.021894456,0.803929257,3.596128671,8.184093527,0.422401082,Competitive exclusion,sps2,sps2,-0.859292867,0.227183727,0.227183727,4.401723727,0.122188242,Competitive exclusion,sps2,sps2,Highland,sps2,yes,sps2,yes,NA
Les Posses,890,Seca,Potr,Seca_Potr,novel,Highland,Lowland,Lowland-highland,0,1.058626461,1.470395208,1.030844924,2.229308008,0.822784323,0.667647404,0.82038292,0.675216451,7.517182976,1.489866869,Priority effect,none,sps2,-2.346580623,0.445190789,0.445190789,2.246227963,0.133028556,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Les Posses,890,Seca,Sapr,Seca_Sapr,novel,Highland,Lowland,Lowland-highland,0,1.058626461,6.786254616,1.030844924,6.169682722,0.822784323,1.161176308,0.906881351,0.847230539,4.21749752,1.091106902,Priority effect,none,sps2,-1.145166813,0.508634991,0.508634991,1.966046414,0.23710743,Competitive exclusion,sps2,sps2,Lowland,sps2,yes,sps2,yes,NA
Les Posses,890,Seca,Trba,Seca_Trba,current,Highland,Highland,Highland-highland,0,1.058626461,0.956278857,1.030844924,0.072906934,0.822784323,NA,NA,0.040628661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Seca,Melu,Seca_Melu,novel,Highland,Lowland,Lowland-highland,0,1.058626461,11.26048524,0.897584382,13.99436589,NA,1.694359135,0.508227403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solalex,1400,Seca,Asal,Seca_Asal,current,Highland,Highland,Highland-highland,0,1.058626461,4.045868178,0.897584382,5.73889694,NA,0.73000513,0.822418889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
